timestamp,open,high,low,close,volume,trades
2021-11-30,57776.25000000,59176.99000000,55875.55000000,56950.56000000,49161.05194000,0
2021-12-01,56950.56000000,59053.55000000,56458.01000000,57184.07000000,44956.63656000,0
2021-12-02,57184.07000000,57375.47000000,55777.77000000,56480.34000000,37574.05976000,0
2021-12-03,56484.26000000,57600.00000000,51680.00000000,53601.05000000,58927.69027000,0
2021-12-04,53601.05000000,53859.10000000,42000.30000000,49152.47000000,114203.37374800,0
2021-12-05,49152.46000000,49699.05000000,47727.21000000,49396.33000000,45580.82012000,0
2021-12-06,49396.32000000,50891.11000000,47100.00000000,50441.92000000,58571.21575000,0
2021-12-07,50441.91000000,51936.33000000,50039.74000000,50588.95000000,38253.46877000,0
2021-12-08,50588.95000000,51200.00000000,48600.00000000,50471.19000000,38425.92466000,0
2021-12-09,50471.19000000,50797.76000000,47320.00000000,47545.59000000,37692.68665000,0
2021-12-10,47535.90000000,50125.00000000,46852.00000000,47140.54000000,44233.57391000,0
2021-12-11,47140.54000000,49485.71000000,46751.00000000,49389.99000000,28889.19358000,0
2021-12-12,49389.99000000,50777.00000000,48638.00000000,50053.90000000,26017.93421000,0
2021-12-13,50053.90000000,50189.97000000,45672.75000000,46702.75000000,50869.52093000,0
2021-12-14,46702.76000000,48700.41000000,46290.00000000,48343.28000000,39955.98445000,0
2021-12-15,48336.95000000,49500.00000000,46547.00000000,48864.98000000,51629.18100000,0
2021-12-16,48864.98000000,49436.43000000,47511.00000000,47632.38000000,31949.86739000,0
2021-12-17,47632.38000000,47995.96000000,45456.00000000,46305.81000000,41840.72135000,0
